,sentence,table,location,month
2065,there are 0 new deaths cases in honduras in february.,new deaths,honduras,february
2066,there are 0 new deaths cases in honduras in march.,new deaths,honduras,march
2067,there are 0 new deaths cases in honduras .,new deaths,honduras,march
2068,there are 0 new deaths cases in hungary in january.,new deaths,hungary,january
2069,there are 0 new deaths cases in hungary in february.,new deaths,hungary,february
2070,there are 4 new deaths cases in hungary in march.,new deaths,hungary,march
2071,there are 4 new deaths cases in hungary .,new deaths,hungary,march
2072,there are 0 new deaths cases in iceland in january.,new deaths,iceland,january
2073,there are 0 new deaths cases in iceland in february.,new deaths,iceland,february
2074,there are 1 new deaths cases in iceland in march.,new deaths,iceland,march
2075,there are 1 new deaths cases in iceland .,new deaths,iceland,march
2076,there are 0 new deaths cases in india in january.,new deaths,india,january
2077,there are 0 new deaths cases in india in february.,new deaths,india,february
2078,there are 4 new deaths cases in india in march.,new deaths,india,march
2079,there are 4 new deaths cases in india .,new deaths,india,march
2080,there are 0 new deaths cases in indonesia in january.,new deaths,indonesia,january
2081,there are 0 new deaths cases in indonesia in february.,new deaths,indonesia,february
2082,there are 38 new deaths cases in indonesia in march.,new deaths,indonesia,march
2083,there are 38 new deaths cases in indonesia .,new deaths,indonesia,march
2084,there are 0 new deaths cases in iran in january.,new deaths,iran,january
2085,there are 43 new deaths cases in iran in february.,new deaths,iran,february
2086,there are 1513 new deaths cases in iran in march.,new deaths,iran,march
2087,there are 1513 new deaths cases in iran .,new deaths,iran,march
2088,there are 0 new deaths cases in iraq in january.,new deaths,iraq,january
2089,there are 0 new deaths cases in iraq in february.,new deaths,iraq,february
2090,there are 17 new deaths cases in iraq in march.,new deaths,iraq,march
2091,there are 17 new deaths cases in iraq .,new deaths,iraq,march
2092,there are 0 new deaths cases in ireland in january.,new deaths,ireland,january
2093,there are 0 new deaths cases in ireland in february.,new deaths,ireland,february
2094,there are 3 new deaths cases in ireland in march.,new deaths,ireland,march
2095,there are 3 new deaths cases in ireland .,new deaths,ireland,march
2096,there are 0 new deaths cases in israel in january.,new deaths,israel,january
2097,there are 0 new deaths cases in israel in february.,new deaths,israel,february
2098,there are 1 new deaths cases in israel in march.,new deaths,israel,march
2099,there are 1 new deaths cases in israel .,new deaths,israel,march
2100,there are 0 new deaths cases in italy in january.,new deaths,italy,january
2101,there are 29 new deaths cases in italy in february.,new deaths,italy,february
2102,there are 4796 new deaths cases in italy in march.,new deaths,italy,march
2103,there are 4796 new deaths cases in italy .,new deaths,italy,march
2104,there are 0 new deaths cases in jamaica in january.,new deaths,jamaica,january
2105,there are 0 new deaths cases in jamaica in february.,new deaths,jamaica,february
2106,there are 1 new deaths cases in jamaica in march.,new deaths,jamaica,march
2107,there are 1 new deaths cases in jamaica .,new deaths,jamaica,march
2108,there are 0 new deaths cases in japan in january.,new deaths,japan,january
2109,there are 5 new deaths cases in japan in february.,new deaths,japan,february
2110,there are 30 new deaths cases in japan in march.,new deaths,japan,march
2111,there are 30 new deaths cases in japan .,new deaths,japan,march
2112,there are 0 new deaths cases in jordan in january.,new deaths,jordan,january
2113,there are 0 new deaths cases in jordan in february.,new deaths,jordan,february
2114,there are 0 new deaths cases in jordan in march.,new deaths,jordan,march
2115,there are 0 new deaths cases in jordan .,new deaths,jordan,march
2116,there are 0 new deaths cases in kazakhstan in january.,new deaths,kazakhstan,january
2117,there are 0 new deaths cases in kazakhstan in february.,new deaths,kazakhstan,february
2118,there are 0 new deaths cases in kazakhstan in march.,new deaths,kazakhstan,march
2119,there are 0 new deaths cases in kazakhstan .,new deaths,kazakhstan,march
2120,there are 0 new deaths cases in kenya in january.,new deaths,kenya,january
2121,there are 0 new deaths cases in kenya in february.,new deaths,kenya,february
2122,there are 0 new deaths cases in kenya in march.,new deaths,kenya,march
2123,there are 0 new deaths cases in kenya .,new deaths,kenya,march
2124,"there are 0 new deaths cases in korea, south in january.",new deaths,"korea, south",january
2125,"there are 16 new deaths cases in korea, south in february.",new deaths,"korea, south",february
2126,"there are 86 new deaths cases in korea, south in march.",new deaths,"korea, south",march
2127,"there are 86 new deaths cases in korea, south .",new deaths,"korea, south",march
2128,there are 0 new deaths cases in kosovo in january.,new deaths,kosovo,january
2129,there are 0 new deaths cases in kosovo in february.,new deaths,kosovo,february
2130,there are 0 new deaths cases in kosovo in march.,new deaths,kosovo,march
2131,there are 0 new deaths cases in kosovo .,new deaths,kosovo,march
2132,there are 0 new deaths cases in kuwait in january.,new deaths,kuwait,january
2133,there are 0 new deaths cases in kuwait in february.,new deaths,kuwait,february
2134,there are 0 new deaths cases in kuwait in march.,new deaths,kuwait,march
2135,there are 0 new deaths cases in kuwait .,new deaths,kuwait,march
2136,there are 0 new deaths cases in latvia in january.,new deaths,latvia,january
2137,there are 0 new deaths cases in latvia in february.,new deaths,latvia,february
2138,there are 0 new deaths cases in latvia in march.,new deaths,latvia,march
2139,there are 0 new deaths cases in latvia .,new deaths,latvia,march
2140,there are 0 new deaths cases in lebanon in january.,new deaths,lebanon,january
2141,there are 0 new deaths cases in lebanon in february.,new deaths,lebanon,february
2142,there are 4 new deaths cases in lebanon in march.,new deaths,lebanon,march
2143,there are 4 new deaths cases in lebanon .,new deaths,lebanon,march
2144,there are 0 new deaths cases in liberia in january.,new deaths,liberia,january
2145,there are 0 new deaths cases in liberia in february.,new deaths,liberia,february
2146,there are 0 new deaths cases in liberia in march.,new deaths,liberia,march
2147,there are 0 new deaths cases in liberia .,new deaths,liberia,march
2148,there are 0 new deaths cases in liechtenstein in january.,new deaths,liechtenstein,january
2149,there are 0 new deaths cases in liechtenstein in february.,new deaths,liechtenstein,february
2150,there are 0 new deaths cases in liechtenstein in march.,new deaths,liechtenstein,march
2151,there are 0 new deaths cases in liechtenstein .,new deaths,liechtenstein,march
2152,there are 0 new deaths cases in lithuania in january.,new deaths,lithuania,january
2153,there are 0 new deaths cases in lithuania in february.,new deaths,lithuania,february
2154,there are 1 new deaths cases in lithuania in march.,new deaths,lithuania,march
2155,there are 1 new deaths cases in lithuania .,new deaths,lithuania,march
2156,there are 0 new deaths cases in luxembourg in january.,new deaths,luxembourg,january
2157,there are 0 new deaths cases in luxembourg in february.,new deaths,luxembourg,february
2158,there are 8 new deaths cases in luxembourg in march.,new deaths,luxembourg,march
2159,there are 8 new deaths cases in luxembourg .,new deaths,luxembourg,march
2160,there are 0 new deaths cases in malaysia in january.,new deaths,malaysia,january
2161,there are 0 new deaths cases in malaysia in february.,new deaths,malaysia,february
2162,there are 4 new deaths cases in malaysia in march.,new deaths,malaysia,march
2163,there are 4 new deaths cases in malaysia .,new deaths,malaysia,march
2164,there are 0 new deaths cases in maldives in january.,new deaths,maldives,january
2165,there are 0 new deaths cases in maldives in february.,new deaths,maldives,february
2166,there are 0 new deaths cases in maldives in march.,new deaths,maldives,march
2167,there are 0 new deaths cases in maldives .,new deaths,maldives,march
2168,there are 0 new deaths cases in malta in january.,new deaths,malta,january
2169,there are 0 new deaths cases in malta in february.,new deaths,malta,february
2170,there are 0 new deaths cases in malta in march.,new deaths,malta,march
2171,there are 0 new deaths cases in malta .,new deaths,malta,march
2172,there are 0 new deaths cases in martinique in january.,new deaths,martinique,january
2173,there are 0 new deaths cases in martinique in february.,new deaths,martinique,february
2174,there are 1 new deaths cases in martinique in march.,new deaths,martinique,march
2175,there are 1 new deaths cases in martinique .,new deaths,martinique,march
2176,there are 0 new deaths cases in mauritania in january.,new deaths,mauritania,january
2177,there are 0 new deaths cases in mauritania in february.,new deaths,mauritania,february
2178,there are 0 new deaths cases in mauritania in march.,new deaths,mauritania,march
2179,there are 0 new deaths cases in mauritania .,new deaths,mauritania,march
2180,there are 0 new deaths cases in mexico in january.,new deaths,mexico,january
2181,there are 0 new deaths cases in mexico in february.,new deaths,mexico,february
2182,there are 2 new deaths cases in mexico in march.,new deaths,mexico,march
2183,there are 2 new deaths cases in mexico .,new deaths,mexico,march
2184,there are 0 new deaths cases in moldova in january.,new deaths,moldova,january
2185,there are 0 new deaths cases in moldova in february.,new deaths,moldova,february
2186,there are 1 new deaths cases in moldova in march.,new deaths,moldova,march
